CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,CATEGORIA_SEVERIDAD,MORTALIDAD_MULTIPLE,LESION_MULTIPLE
DESPISTE,1,0,1,LIMA,LIMA,LURIN,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.256869190053449,-76.88820807390536,DESPEJADO,COMERCIAL,ÓVALO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,6,4,0,23,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,CAÑETE,CHILCA,RURAL,CARRETERA,NACIONAL,PE-1S,-12.437548,-76.755526,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,5,1,2,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,3,0,2,LA LIBERTAD,OTUZCO,OTUZCO,RURAL,CARRETERA,NACIONAL,PE-10A,-7.957534,-78.619513,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,5,1,15,TARDE,COSTA,GRAVE_MORTALIDAD,1,0
DESPISTE,1,0,1,LIMA,HUAURA,SAYAN,RURAL,CARRETERA,PROVINCIAL,LM-659,-11.197484,-77.424579,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,5,1,17,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LORETO,MAYNAS,PUNCHANA,URBANA,CARRETERA,NACIONAL,PE-5NI,-3.7084704,-73.2477063,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,6,5,1,18,NOCHE,SELVA,LEVE,0,0
CHOQUE FUGA,1,0,1,CAJAMARCA,JAEN,BELLAVISTA,RURAL,CARRETERA,PROVINCIAL,CA-734,-5.594641,-78.787667,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,5,1,21,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,0,1,AREQUIPA,CAYLLOMA,MAJES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-16.3146098,-72.1650987,DESPEJADO,COMERCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,6,1,0,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,0,2,ANCASH,SANTA,NUEVO CHIMBOTE,RURAL,CARRETERA,NACIONAL,PE-1N,-9.176811,-78.478681,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,SI,INFORMATIVA (I),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,6,6,1,1,MADRUGADA,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,TACNA,TACNA,TACNA,RURAL,CARRETERA,NACIONAL,PE-1S,-18.1661333,-70.33496388888888,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,6,6,1,1,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,1,2,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,RURAL,CARRETERA,PROVINCIAL,CA-538,-5.136686157650286,-78.9885770931145,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,6,6,1,2,MADRUGADA,SIERRA,LEVE,0,0
DESPISTE,2,3,1,LORETO,MAYNAS,SAN JUAN BAUTISTA,RURAL,CARRETERA,DEPARTAMENTAL,LO-103,-4.1837554,-73.4745187,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,6,1,13,TARDE,SELVA,GRAVE_MORTALIDAD,1,1
CHOQUE,1,0,2,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1N,-5.234182,-80.64505,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,2023,6,6,1,17,TARDE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,CALLAO,CALLAO,CALLAO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0193940863355,-77.1011785097982,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,6,1,18,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,0,2,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,URBANA,CARRETERA,PROVINCIAL,AP-560,-13.658634,-73.409785,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,6,6,1,20,NOCHE,SIERRA,LEVE,0,0
DESPISTE,1,2,1,PUNO,PUNO,VILQUE,URBANA,CARRETERA,DEPARTAMENTAL,PU-122,-15.764975092109692,-70.25278327320281,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,6,6,1,23,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,2,1,AREQUIPA,CAYLLOMA,MAJES,RURAL,CARRETERA,NACIONAL,PE-1S,-16.437011,-72.317559,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,6,1,23,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,0,1,JUNIN,CHUPACA,SAN JUAN DE JARPA,RURAL,CARRETERA,PROVINCIAL,JU-816,-12.069947,-75.458902,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,0,0,1,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,INDEPENDENCIA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.979265,-77.065758,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,0,0,5,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,PUNTA HERMOSA,RURAL,CARRETERA,NACIONAL,PE-1S,-12.32425,-76.826043,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2023,6,1,0,5,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,ICA,PISCO,SAN CLEMENTE,URBANA,CARRETERA,NACIONAL,PE-1S,-13.68329,-76.159812,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,1,0,14,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,2,PUNO,PUNO,COATA,RURAL,CARRETERA,DEPARTAMENTAL,PU-118,-15.5908471,-69.864261,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,6,1,0,16,TARDE,SIERRA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LA LIBERTAD,ASCOPE,RAZURI,RURAL,CARRETERA,PROVINCIAL,LI-605,-7.710862,-79.373634,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,1,0,19,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,URUBAMBA,URUBAMBA,RURAL,OTRO,URBANO,NO CORRESPONDE,-13.290731,-72.113011,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,SI,PREVENTIVA (P),SIN_DATO,NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,6,1,0,21,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,10,1,AREQUIPA,CAYLLOMA,CABANACONDE,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-15.582881,-72.022953,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,1,0,22,NOCHE,COSTA,GRAVE_LESIONADOS,0,1
DESPISTE,1,1,1,PIURA,HUANCABAMBA,HUANCABAMBA,RURAL,CARRETERA,PROVINCIAL,PI-815,-5.171133,-79.59643,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,2,0,6,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,0,1,LIMA,LIMA,CARABAYLLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.847752,-77.001702,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,2,0,7,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,1,1,JUNIN,JAUJA,PARCO,RURAL,CARRETERA,NACIONAL,PE-3S,-11.784689,-75.567452,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,2,0,12,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,1,1,CUSCO,CANCHIS,PITUMARCA,RURAL,CARRETERA,PROVINCIAL,CU-1462,-13.971587,-71.292346,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2023,6,2,0,13,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,2,1,CAJAMARCA,CAJAMARCA,MATARA,RURAL,CARRETERA,NACIONAL,PE-3N,-7.266884,-78.253109,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,2,0,15,TARDE,SIERRA,LEVE,0,0
VOLCADURA,1,0,1,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,RURAL,CARRETERA,NACIONAL,PE-5N,-5.895687,-77.33009,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,6,2,0,21,NOCHE,SELVA,LEVE,0,0
CHOQUE,1,1,1,LIMA,LIMA,SANTA ANITA,URBANA,CARRETERA,NACIONAL,PE-1N,-12.05348693,-76.97551192,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,3,0,5,MADRUGADA,COSTA,LEVE,0,0
CHOQUE,1,0,1,PIURA,SECHURA,RINCONADA LLICUAR,RURAL,CARRETERA,PROVINCIAL,PI-1040,-5.5027766,-80.7834116,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,3,0,6,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,19,1,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,RURAL,CARRETERA,NACIONAL,PE-3N,-7.9943869,-78.3065265,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE SUSPENSIÓN,2023,6,3,0,9,MAÑANA,COSTA,GRAVE_LESIONADOS,0,1
DESPISTE,1,0,1,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-7.8348544010088546,-77.64278475023825,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,3,0,10,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,ICA,ICA,ICA,URBANA,CARRETERA,PROVINCIAL,IC-671,-14.08328,-75.752522,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,3,0,14,TARDE,COSTA,LEVE,0,0
DESPISTE,1,1,1,CUSCO,ESPINAR,ESPINAR,RURAL,CARRETERA,NACIONAL,PE-3SG,-14.832791273839296,-71.31109441131858,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,6,3,0,15,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,5,1,JUNIN,JAUJA,PARCO,RURAL,CARRETERA,NACIONAL,PE-3S,-11.80231,-75.53106,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2023,6,3,0,21,NOCHE,SIERRA,GRAVE_LESIONADOS,0,1
DESPISTE,1,0,1,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,RURAL,CARRETERA,NACIONAL,PE-28D,-13.34814,-75.335747,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,4,0,13,TARDE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,JUNIN,HUANCAYO,EL TAMBO,URBANA,CARRETERA,NACIONAL,PE-3S,-12.033926193787016,-75.23212692492673,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,6,4,0,13,TARDE,SIERRA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LA LIBERTAD,TRUJILLO,SALAVERRY,URBANA,CARRETERA,NACIONAL,PE-1N,-8.203856,-78.959776,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,4,0,19,NOCHE,COSTA,LEVE,0,0
CHOQUE CON OBJETO FIJO,1,0,1,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.18674411,-76.9963906,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,6,4,0,19,NOCHE,COSTA,LEVE,0,0
CHOQUE,3,2,2,PUNO,CHUCUITO,POMATA,RURAL,CARRETERA,NACIONAL,PE-3S,-16.3488161,-69.2406372,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,6,4,0,19,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,2,2,CUSCO,CUSCO,WANCHAQ,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-13.5391239,-71.943301,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,7,5,1,5,MADRUGADA,SIERRA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,RURAL,AVENIDA,URBANO,NO CORRESPONDE,-12.17406405,-76.91577526,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,5,1,5,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SAN MIGUEL,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.08921167,-77.08538817,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,5,1,10,MAÑANA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,AYACUCHO,HUANTA,HUANTA,URBANA,CARRETERA,PROVINCIAL,AY-619,-12.9428217,-74.2459397,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,5,1,11,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,0,2,CUSCO,ESPINAR,CONDOROMA,RURAL,CARRETERA,NACIONAL,PE-34J,-15.34732,-71.10871,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,5,1,19,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.11145463,-76.97827634,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,5,1,22,NOCHE,COSTA,LEVE,0,0
CHOQUE CON OBJETO FIJO,1,0,1,LIMA,LIMA,LOS OLIVOS,URBANA,CALLE,URBANO,NO CORRESPONDE,-12.00521106,-77.08052456,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,6,1,2,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,0,PUNO,SAN ROMAN,JULIACA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-15.493616,-70.136997,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,7,6,1,2,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,1,2,CUSCO,ANTA,HUAROCONDO,RURAL,CARRETERA,DEPARTAMENTAL,CU-110,-13.440201,-72.206697,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2023,7,6,1,3,MADRUGADA,SIERRA,LEVE,0,0
CHOQUE,1,2,1,AREQUIPA,AREQUIPA,AREQUIPA,URBANA,CALLE,URBANO,NO CORRESPONDE,-16.3970827,-71.5334445,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,6,1,3,MADRUGADA,COSTA,LEVE,0,0
DESPISTE,1,0,1,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,-16.224586,-70.124156,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2023,7,6,1,8,MAÑANA,SIERRA,LEVE,0,0
DESPISTE,1,2,1,JUNIN,HUANCAYO,PUCARA,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-12.1398254193877,-75.1079038834663,SOLEADO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2023,7,6,1,11,MAÑANA,SIERRA,LEVE,0,0
DESPISTE,1,1,1,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-5.140673,-78.996253,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2023,7,6,1,21,NOCHE,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.017291,-76.897926,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2023,7,6,1,23,NOCHE,COSTA,LEVE,0,0
ATROPELLO FUGA,1,0,1,LIMA,LIMA,LURIN,RURAL,CARRETERA,NACIONAL,PE-1S,-12.257932560259317,-76.91872174565239,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,6,1,23,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,JUNIN,HUANCAYO,HUALHUAS,URBANA,CARRETERA,NACIONAL,PE-3S,-11.9797736,-75.2638076,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,SIN_DATO,SIN_DATO,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2023,7,0,0,5,MADRUGADA,SIERRA,LEVE,0,0
ATROPELLO,1,0,0,PUNO,SAN ANTONIO DE PUTINA,ANANEA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-14.678106,-69.534111,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,2023,7,0,0,9,MAÑANA,SIERRA,LEVE,0,0
CHOQUE FUGA,1,0,1,TUMBES,ZARUMILLA,AGUAS VERDES,RURAL,CARRETERA,NACIONAL,PE-1NO,-3.4843348395075604,-80.25920921141396,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,2023,7,0,0,10,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,1,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,PROVINCIAL,LI-1154,-8.448069607843763,-78.81717376691756,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2023,7,0,0,14,TARDE,COSTA,LEVE,0,0
